state,season,crop,plot_area,avg_temp,total_rainfall,humidity,drought_index,soil_type,soil_texture,soil_ph,soil_organic_carbon,fertilizer_n,fertilizer_p,fertilizer_k,previous_crop,year,ndvi_mean,production,yield_t_ha
maharashtra,kharif,rice,3.19,27.71,1477.89,81.34,0.12,alluvial,loamy,7.16,0.88,130.29,74.51,47.17,cotton,2012,0.75,63.77,20.02
maharashtra,summer,rice,4.19,27.72,1300.36,78.45,0.15,black,silty,6.3,0.95,127.18,42.07,61.95,maize,2020,0.69,79.67,19.03
telangana,kharif,rice,1.99,27.63,1593.47,77.11,0.19,red,clayey,6.43,0.95,103.27,42.26,54.96,sugarcane,2010,0.69,40.76,20.5
andhra pradesh,rabi,rice,1.41,29.15,1538.73,80.02,0.23,black,loamy,6.33,0.77,148.4,44.12,61.91,sugarcane,2023,0.69,26.78,19.05
maharashtra,rabi,rice,3.42,26.66,1233.15,66.48,0.13,laterite,silty,6.62,0.81,125.97,78.74,64.15,cotton,2022,0.76,63.95,18.69
andhra pradesh,summer,rice,3.82,27.37,1576.57,77.83,0.2,laterite,sandy,6.45,0.82,121.84,74.64,77.87,wheat,2018,0.71,75.12,19.69
karnataka,summer,rice,2.63,28.55,1613.66,78.6,0.22,alluvial,loamy,6.02,0.88,111.52,78.3,55.96,maize,2023,0.77,53.31,20.25
andhra pradesh,summer,rice,4.66,26.98,1456.46,79.97,0.19,black,sandy,6.52,0.64,121.26,64.53,65.51,wheat,2011,0.75,88.47,18.99
tamil nadu,summer,rice,1.99,27.5,1239.34,65.27,0.21,laterite,clayey,6.26,0.9,84.38,58.36,69.31,wheat,2010,0.76,36.72,18.42
maharashtra,rabi,rice,1.8,28.24,1341.99,75.89,0.22,black,loamy,6.74,0.97,144.45,63.38,61.53,rice,2021,0.77,34.97,19.41
telangana,rabi,rice,1.99,28.81,1488.73,77.6,0.26,laterite,sandy,6.85,0.78,145.54,42.56,72.99,cotton,2019,0.74,38.34,19.23
tamil nadu,kharif,rice,2.64,28.0,1330.96,80.29,0.2,alluvial,clayey,6.79,0.64,145.98,69.87,68.82,sugarcane,2012,0.79,48.19,18.26
karnataka,kharif,rice,2.43,27.67,1350.76,75.71,0.15,alluvial,sandy,6.42,0.81,95.12,72.37,71.45,wheat,2010,0.72,45.37,18.69
maharashtra,rabi,rice,4.44,28.01,1470.76,68.88,0.09,alluvial,sandy,6.81,0.8,122.74,46.41,66.95,maize,2023,0.8,89.86,20.26
andhra pradesh,rabi,rice,4.16,27.78,1416.47,75.64,0.28,alluvial,clayey,6.36,0.95,91.6,75.63,49.66,wheat,2024,0.63,76.85,18.48
andhra pradesh,rabi,rice,2.56,27.69,1378.3,66.15,0.22,alluvial,sandy,6.28,0.7,127.53,56.47,70.14,maize,2011,0.87,50.02,19.51
telangana,kharif,rice,2.98,28.53,1608.84,78.93,0.18,red,loamy,7.12,0.98,107.43,75.83,48.17,rice,2016,0.65,60.41,20.25
andhra pradesh,kharif,rice,2.01,27.95,1370.03,78.77,0.14,alluvial,clayey,6.01,0.85,139.03,59.4,53.35,rice,2016,0.88,40.46,20.1
karnataka,summer,rice,4.61,26.68,1575.86,81.07,0.16,alluvial,silty,6.24,0.76,147.76,42.66,65.93,maize,2011,0.74,93.32,20.25
karnataka,summer,rice,2.49,27.51,1520.01,72.01,0.23,black,sandy,6.08,0.69,129.61,40.33,48.71,rice,2018,0.66,46.57,18.7
tamil nadu,summer,rice,3.07,28.27,1179.44,81.06,0.27,laterite,silty,6.17,0.9,131.96,46.8,47.8,sugarcane,2015,0.83,56.05,18.25
tamil nadu,summer,rice,3.32,28.22,1435.6,82.78,0.27,black,silty,6.76,0.86,94.16,52.55,49.66,cotton,2011,0.78,63.89,19.27
telangana,rabi,rice,2.53,28.85,1278.29,78.92,0.13,laterite,loamy,6.99,0.63,99.04,67.69,50.56,cotton,2023,0.74,45.35,17.92
karnataka,rabi,rice,4.3,26.47,1416.0,78.09,0.26,alluvial,silty,6.08,0.71,105.78,57.29,41.25,maize,2014,0.74,81.31,18.93
tamil nadu,rabi,rice,3.94,28.98,1452.84,75.28,0.18,black,clayey,6.52,0.68,132.36,72.51,68.27,cotton,2013,0.77,76.23,19.32
karnataka,kharif,rice,2.27,29.04,1460.25,71.08,0.19,red,clayey,7.15,0.83,81.01,70.57,64.95,sugarcane,2016,0.75,43.94,19.34
maharashtra,summer,rice,3.32,28.39,1396.31,76.74,0.3,black,clayey,7.19,0.95,89.69,63.15,62.78,cotton,2023,0.8,64.94,19.54
maharashtra,kharif,rice,4.44,26.49,1539.0,74.88,0.31,black,sandy,6.55,0.78,127.43,54.92,77.67,maize,2021,0.72,86.42,19.45
karnataka,rabi,rice,3.54,29.96,1471.54,68.12,0.25,black,clayey,6.72,0.71,126.74,73.49,46.79,sugarcane,2011,0.75,67.27,18.98
tamil nadu,kharif,rice,3.14,29.33,1452.31,84.22,0.22,black,clayey,6.59,0.92,144.49,63.33,63.71,cotton,2015,0.79,61.18,19.46
tamil nadu,summer,rice,3.76,27.62,1368.75,69.93,0.21,red,silty,6.72,0.85,93.77,69.5,51.46,rice,2012,0.76,71.71,19.06
karnataka,kharif,rice,4.1,27.36,1339.68,83.82,0.28,alluvial,silty,6.15,0.85,142.43,52.24,62.08,wheat,2011,0.79,76.74,18.7
tamil nadu,rabi,rice,2.75,26.81,1206.42,66.5,0.17,alluvial,silty,6.64,0.98,88.01,40.35,46.22,cotton,2023,0.73,51.32,18.64
tamil nadu,rabi,rice,1.68,28.59,1274.32,84.51,0.14,black,silty,7.08,0.72,101.25,52.47,40.13,sugarcane,2023,0.68,30.21,17.98
andhra pradesh,rabi,rice,2.46,27.84,1550.06,70.64,0.2,red,silty,6.23,0.89,134.39,74.49,52.56,maize,2010,0.8,50.55,20.59
karnataka,summer,rice,3.63,27.65,1401.65,78.74,0.18,alluvial,silty,6.14,0.82,88.82,47.86,78.06,maize,2015,0.86,72.04,19.83
karnataka,kharif,rice,2.49,29.9,1424.22,76.05,0.31,black,sandy,6.79,0.69,95.31,47.31,73.03,maize,2015,0.83,46.28,18.6
karnataka,kharif,rice,1.35,28.45,1406.75,72.35,0.15,red,loamy,6.67,0.92,97.69,60.8,60.88,sugarcane,2022,0.73,26.36,19.56
telangana,rabi,rice,3.22,29.35,1446.83,70.31,0.19,red,loamy,6.24,0.69,146.13,64.4,76.98,cotton,2022,0.83,61.86,19.23
telangana,kharif,rice,3.39,25.88,1176.18,73.6,0.22,red,loamy,7.2,0.79,133.4,41.82,65.86,cotton,2013,0.72,59.73,17.63
andhra pradesh,summer,rice,4.41,27.62,1538.83,70.57,0.18,red,clayey,7.11,0.85,95.09,53.44,58.63,maize,2023,0.85,91.98,20.85
telangana,rabi,rice,3.61,28.49,1422.48,76.37,0.22,alluvial,loamy,6.25,0.62,137.88,60.99,71.01,cotton,2012,0.69,66.12,18.34
karnataka,rabi,rice,3.45,27.81,1417.86,70.31,0.2,black,sandy,6.81,0.97,121.97,60.25,54.02,rice,2020,0.75,67.95,19.72
karnataka,kharif,rice,4.18,25.98,1343.98,73.71,0.3,black,clayey,6.33,0.74,149.42,61.64,79.39,wheat,2013,0.77,77.29,18.5
maharashtra,rabi,rice,2.8,27.52,1317.95,71.83,0.24,laterite,clayey,7.1,0.71,84.21,76.19,65.9,wheat,2012,0.73,49.95,17.87
maharashtra,rabi,rice,2.26,29.75,1305.11,83.18,0.19,alluvial,loamy,6.83,0.96,140.42,72.9,46.93,maize,2010,0.8,42.53,18.86
karnataka,summer,rice,2.42,28.35,1339.14,72.8,0.24,red,silty,6.05,0.83,120.7,44.23,74.92,cotton,2017,0.71,45.1,18.63
karnataka,summer,rice,1.47,27.04,1234.51,74.28,0.2,black,sandy,7.18,0.83,117.26,44.13,46.9,cotton,2017,0.74,27.35,18.54
tamil nadu,summer,rice,3.77,28.33,1460.21,66.06,0.1,alluvial,loamy,6.55,0.62,89.65,67.55,75.91,rice,2015,0.74,71.53,18.98
tamil nadu,summer,rice,1.34,27.67,1183.57,69.18,0.17,black,loamy,6.56,0.73,106.92,58.36,52.13,cotton,2021,0.81,24.49,18.29
andhra pradesh,kharif,rice,3.63,28.34,1393.53,68.22,0.2,black,clayey,7.17,0.76,84.79,56.71,44.65,cotton,2024,0.85,70.12,19.34
maharashtra,rabi,rice,4.33,28.49,1417.98,73.06,0.17,alluvial,sandy,6.98,0.82,104.84,56.53,67.03,maize,2024,0.74,81.9,18.89
maharashtra,rabi,rice,1.67,26.8,1537.98,73.38,0.22,laterite,silty,7.06,0.62,147.81,50.49,52.52,wheat,2017,0.73,32.22,19.26
telangana,summer,rice,2.26,27.36,1394.97,66.83,0.15,black,loamy,6.05,0.71,126.06,40.32,77.73,maize,2023,0.67,41.81,18.5
maharashtra,summer,rice,2.1,28.25,1534.91,75.95,0.06,red,clayey,7.08,0.7,80.45,79.13,78.63,sugarcane,2010,0.73,41.91,19.98
andhra pradesh,rabi,rice,4.13,29.28,1313.61,73.0,0.23,alluvial,sandy,6.32,0.98,145.7,47.25,64.91,maize,2024,0.8,80.19,19.4
telangana,rabi,rice,4.19,28.85,1507.06,73.85,0.18,red,sandy,6.87,0.83,81.16,66.47,64.1,wheat,2019,0.75,82.94,19.8
karnataka,summer,rice,2.57,27.49,1362.63,76.48,0.19,red,sandy,6.03,0.62,82.82,63.53,55.91,wheat,2019,0.72,46.69,18.16
maharashtra,kharif,rice,1.2,28.95,1403.11,76.0,0.22,red,loamy,6.51,0.75,102.23,50.38,43.5,wheat,2013,0.7,22.03,18.32
maharashtra,kharif,rice,2.77,27.39,1201.45,74.85,0.16,black,loamy,6.4,0.62,136.38,70.41,46.16,sugarcane,2018,0.78,49.57,17.9
tamil nadu,summer,rice,2.57,27.19,1162.97,65.69,0.28,black,clayey,6.84,0.62,98.19,75.44,75.83,sugarcane,2018,0.68,41.85,16.3
tamil nadu,rabi,rice,4.3,26.57,1353.09,78.46,0.14,black,silty,6.48,0.93,98.95,43.25,79.7,wheat,2024,0.79,85.64,19.93
telangana,rabi,rice,3.48,28.61,1330.41,74.35,0.25,laterite,silty,6.49,0.72,119.5,74.02,48.06,maize,2024,0.81,64.19,18.46
telangana,rabi,rice,1.16,28.54,1492.8,81.37,0.21,laterite,silty,7.07,0.61,87.2,45.04,79.17,cotton,2020,0.82,22.58,19.46
karnataka,kharif,rice,3.3,27.55,1327.58,78.65,0.25,laterite,loamy,6.51,0.84,112.48,77.72,52.95,rice,2015,0.79,63.5,19.23
karnataka,rabi,rice,2.33,27.01,1428.38,83.58,0.26,red,clayey,6.56,0.79,126.47,78.61,42.02,sugarcane,2014,0.71,43.36,18.62
karnataka,rabi,rice,2.36,29.62,1591.14,77.02,0.16,laterite,clayey,7.1,0.64,130.03,51.73,61.02,maize,2013,0.85,47.75,20.2
maharashtra,rabi,rice,4.03,28.87,1240.79,70.07,0.26,red,sandy,6.1,0.83,82.97,67.39,76.11,maize,2016,0.77,72.09,17.91
maharashtra,rabi,rice,4.58,28.2,1454.36,71.37,0.2,red,sandy,6.77,0.8,80.0,68.49,54.26,cotton,2023,0.74,89.01,19.45
andhra pradesh,summer,rice,2.52,27.7,1402.49,75.98,0.34,laterite,sandy,6.73,0.63,138.08,79.07,56.19,wheat,2012,0.78,45.27,17.96
maharashtra,kharif,rice,4.44,27.91,1340.49,74.78,0.19,red,silty,6.71,0.73,88.98,63.14,67.74,maize,2013,0.8,81.82,18.43
maharashtra,summer,rice,1.1,28.36,1453.2,68.73,0.2,laterite,silty,6.34,0.85,118.57,60.94,51.29,cotton,2022,0.84,22.5,20.4
maharashtra,summer,rice,4.28,27.15,1298.52,77.76,0.26,laterite,clayey,6.05,0.69,97.66,52.31,64.55,rice,2012,0.75,79.16,18.49
tamil nadu,kharif,rice,1.76,29.29,1434.51,74.32,0.27,black,loamy,6.84,0.86,102.1,42.28,70.66,rice,2013,0.71,32.23,18.31
karnataka,summer,rice,2.0,27.04,1480.89,83.69,0.19,red,loamy,6.14,0.76,106.45,42.48,53.57,sugarcane,2023,0.83,40.95,20.44
karnataka,rabi,rice,2.66,27.02,1445.82,82.67,0.12,black,silty,6.46,0.65,136.96,77.62,65.95,wheat,2010,0.69,50.15,18.86
telangana,kharif,rice,1.51,27.92,1595.33,71.76,0.27,laterite,sandy,6.47,0.76,128.87,48.6,41.68,wheat,2018,0.69,29.89,19.83
karnataka,kharif,rice,1.69,26.97,1314.44,67.97,0.22,alluvial,sandy,7.05,0.84,145.77,70.21,63.46,sugarcane,2023,0.85,33.0,19.54
telangana,rabi,rice,4.76,27.95,1416.75,70.54,0.25,red,clayey,6.15,0.91,92.4,68.88,41.61,cotton,2014,0.71,91.06,19.12
tamil nadu,rabi,rice,1.91,27.51,1439.87,65.26,0.26,black,sandy,6.68,0.95,93.25,58.37,70.09,wheat,2010,0.67,36.9,19.35
telangana,kharif,rice,1.27,27.57,1239.96,75.07,0.13,red,loamy,6.26,0.71,81.02,49.9,74.65,sugarcane,2021,0.77,23.2,18.23
tamil nadu,summer,rice,3.17,27.67,1398.51,81.74,0.23,red,clayey,6.45,0.71,106.96,74.19,78.1,cotton,2017,0.77,60.12,18.95
andhra pradesh,rabi,rice,3.08,27.17,1336.47,76.07,0.19,alluvial,loamy,7.19,0.61,83.41,43.92,41.76,rice,2015,0.72,55.72,18.08
andhra pradesh,summer,rice,1.51,28.6,1610.37,68.4,0.24,red,clayey,6.15,0.63,127.9,77.96,45.7,maize,2020,0.73,28.76,19.08
andhra pradesh,rabi,rice,1.1,27.21,1411.96,73.31,0.14,laterite,sandy,6.4,0.8,147.75,61.99,78.53,maize,2022,0.76,21.74,19.84
tamil nadu,rabi,rice,2.75,28.51,1273.86,80.63,0.21,black,clayey,6.75,0.73,138.14,48.99,55.97,cotton,2020,0.7,49.17,17.89
andhra pradesh,kharif,rice,4.22,27.4,1442.48,81.65,0.17,black,sandy,7.04,0.83,89.8,56.63,61.94,maize,2023,0.8,85.36,20.24
maharashtra,summer,rice,1.63,28.01,1415.73,67.66,0.16,red,silty,7.14,0.76,105.05,63.75,63.02,rice,2014,0.77,32.01,19.58
karnataka,summer,rice,2.42,30.57,1283.13,65.5,0.13,black,sandy,6.94,0.9,128.65,62.7,71.85,wheat,2017,0.68,44.02,18.19
andhra pradesh,kharif,rice,3.05,30.44,1373.79,76.99,0.17,black,clayey,6.35,0.77,81.68,63.39,77.66,maize,2012,0.73,56.31,18.43
telangana,kharif,rice,2.98,27.11,1377.21,70.51,0.18,laterite,clayey,6.15,0.86,123.89,72.34,64.47,cotton,2018,0.82,58.35,19.59
maharashtra,summer,rice,3.22,28.29,1272.99,71.13,0.17,red,clayey,6.71,0.7,134.09,68.6,63.16,sugarcane,2022,0.71,58.62,18.2
telangana,kharif,rice,3.72,29.34,1277.71,78.26,0.19,black,loamy,7.12,0.83,100.11,75.19,41.97,rice,2023,0.81,69.75,18.77
tamil nadu,summer,rice,4.04,27.28,1317.61,80.16,0.2,alluvial,clayey,6.38,0.7,106.18,75.45,46.05,wheat,2013,0.85,75.53,18.7
telangana,summer,rice,3.02,27.01,1358.48,69.14,0.26,black,silty,6.37,0.83,132.17,49.29,56.21,cotton,2023,0.74,57.02,18.89
maharashtra,kharif,rice,4.38,27.37,1459.64,82.94,0.24,alluvial,silty,6.22,0.9,114.03,44.36,49.94,sugarcane,2013,0.74,85.76,19.56
andhra pradesh,rabi,rice,4.41,30.92,1445.78,66.95,0.16,laterite,sandy,6.39,0.96,115.74,44.8,52.48,cotton,2020,0.7,85.72,19.42
karnataka,summer,rice,2.25,28.34,1387.11,83.91,0.24,red,sandy,7.03,0.92,91.82,42.15,68.7,cotton,2015,0.81,44.09,19.58
maharashtra,summer,rice,2.91,28.54,1327.8,71.16,0.14,black,sandy,6.95,0.83,138.72,66.84,67.88,rice,2021,0.8,56.74,19.51
tamil nadu,kharif,rice,3.72,28.33,1342.83,84.23,0.19,black,silty,6.76,0.62,148.43,63.31,79.82,sugarcane,2010,0.8,67.85,18.25
maharashtra,rabi,rice,1.49,28.19,1316.31,65.67,0.18,black,loamy,6.5,0.79,111.59,74.77,61.2,sugarcane,2014,0.67,26.74,17.97
andhra pradesh,kharif,rice,4.72,27.65,1524.14,65.92,0.22,alluvial,silty,6.79,0.71,80.12,55.06,62.83,rice,2014,0.71,90.11,19.08
andhra pradesh,kharif,rice,4.5,28.7,1509.78,79.66,0.24,laterite,silty,6.87,0.9,115.87,53.95,54.99,rice,2021,0.89,92.33,20.5
tamil nadu,rabi,rice,1.32,27.18,1477.06,77.49,0.16,alluvial,sandy,6.54,0.71,134.12,66.86,41.27,wheat,2019,0.79,26.4,19.93
telangana,rabi,rice,4.45,28.65,1511.52,72.97,0.25,alluvial,sandy,6.32,0.95,102.81,78.16,44.88,sugarcane,2017,0.66,85.49,19.2
telangana,rabi,rice,2.75,28.16,1266.08,72.27,0.19,alluvial,sandy,7.17,0.69,103.75,68.36,79.75,rice,2024,0.72,49.12,17.83
tamil nadu,rabi,rice,1.76,27.62,1479.44,83.19,0.16,alluvial,loamy,6.99,0.63,146.88,49.88,74.39,sugarcane,2020,0.76,34.15,19.4
telangana,rabi,rice,2.57,28.07,1556.99,72.54,0.16,alluvial,loamy,6.65,0.72,115.23,71.86,69.58,sugarcane,2010,0.72,50.98,19.81
karnataka,summer,rice,2.1,28.16,1313.19,65.8,0.19,black,loamy,7.15,0.77,83.02,47.16,55.69,rice,2014,0.69,37.6,17.94
telangana,summer,rice,1.77,27.45,1440.35,77.55,0.17,red,loamy,6.18,0.74,103.44,52.55,65.43,wheat,2016,0.82,34.92,19.75
karnataka,kharif,rice,3.63,28.54,1486.18,84.35,0.12,laterite,sandy,6.68,0.77,133.15,68.51,47.73,cotton,2011,0.8,72.81,20.05
maharashtra,kharif,rice,1.29,27.48,1170.19,73.25,0.23,black,loamy,6.69,0.68,85.64,45.89,51.92,rice,2017,0.62,21.4,16.6
tamil nadu,rabi,rice,1.82,26.94,1470.76,84.32,0.22,red,loamy,6.89,0.66,118.78,61.38,47.82,sugarcane,2014,0.75,34.78,19.08
maharashtra,rabi,rice,1.22,28.43,1270.93,76.58,0.19,laterite,clayey,6.38,0.83,109.66,53.69,78.46,wheat,2014,0.75,21.98,18.04
karnataka,kharif,rice,4.33,26.19,1399.57,80.93,0.11,black,sandy,7.18,0.89,103.75,61.78,41.64,rice,2010,0.77,86.47,19.96
andhra pradesh,kharif,rice,1.88,26.19,1534.35,78.23,0.17,laterite,sandy,6.14,0.79,87.43,61.25,55.83,wheat,2023,0.86,39.1,20.84
karnataka,rabi,rice,3.67,27.39,1652.44,78.61,0.2,black,loamy,6.61,0.85,105.06,53.35,55.51,sugarcane,2011,0.8,77.67,21.18
karnataka,rabi,rice,3.29,27.28,1447.39,84.51,0.23,black,silty,6.41,0.91,138.95,64.57,53.03,cotton,2015,0.83,65.81,19.98
tamil nadu,kharif,rice,4.31,28.46,1419.66,70.48,0.19,alluvial,sandy,6.89,0.87,89.84,51.46,60.72,maize,2018,0.73,82.39,19.11
maharashtra,kharif,rice,4.72,28.19,1511.68,79.38,0.29,laterite,sandy,6.63,0.98,122.04,46.65,55.19,rice,2013,0.71,92.13,19.52
karnataka,kharif,rice,2.95,27.0,1436.31,71.57,0.22,black,silty,6.03,0.67,99.57,45.45,69.12,maize,2013,0.76,55.75,18.91
telangana,rabi,rice,4.22,27.26,1483.62,80.0,0.08,black,clayey,6.16,0.94,140.37,52.64,74.09,wheat,2015,0.76,85.73,20.31
andhra pradesh,summer,rice,3.46,29.64,1319.89,75.36,0.16,black,silty,6.28,0.99,132.51,58.27,73.83,wheat,2020,0.77,66.25,19.16
andhra pradesh,kharif,rice,2.61,27.46,1471.78,80.84,0.2,black,clayey,6.51,0.79,87.04,55.73,64.67,cotton,2011,0.76,51.85,19.87
telangana,rabi,rice,2.62,29.29,1321.14,69.63,0.26,black,silty,7.19,0.95,116.16,51.38,60.69,wheat,2012,0.69,46.86,17.91
telangana,rabi,rice,2.68,29.01,1285.77,66.91,0.16,black,loamy,6.14,0.67,102.22,48.81,60.61,wheat,2019,0.72,47.71,17.82
telangana,summer,rice,1.04,28.36,1273.09,78.9,0.21,laterite,clayey,6.47,0.94,133.64,56.26,75.19,maize,2020,0.76,19.83,19.02
tamil nadu,rabi,rice,4.04,28.81,1425.03,83.18,0.16,alluvial,silty,6.81,0.68,95.81,64.66,41.61,maize,2014,0.73,75.06,18.57
andhra pradesh,rabi,rice,3.26,26.83,1342.41,73.51,0.19,alluvial,silty,6.03,0.91,141.97,43.47,61.53,sugarcane,2015,0.74,62.49,19.16
tamil nadu,summer,rice,2.71,28.29,1309.07,66.98,0.06,black,sandy,6.75,0.93,135.86,69.54,42.55,cotton,2015,0.72,52.5,19.34
andhra pradesh,summer,rice,1.72,27.02,1274.66,82.39,0.26,black,loamy,7.14,0.77,121.51,59.57,45.33,wheat,2024,0.7,30.49,17.7
telangana,kharif,rice,1.47,27.79,1442.55,78.27,0.15,black,clayey,7.14,0.75,135.7,43.1,51.29,sugarcane,2016,0.71,28.27,19.19
andhra pradesh,rabi,rice,2.24,28.12,1505.62,80.01,0.21,laterite,loamy,6.62,0.8,135.85,74.57,58.28,sugarcane,2023,0.75,43.79,19.52
telangana,kharif,rice,4.31,27.97,1323.42,69.08,0.27,alluvial,sandy,6.67,0.95,101.34,47.71,45.16,sugarcane,2013,0.64,76.44,17.75
telangana,kharif,rice,2.37,27.85,1411.23,83.8,0.17,alluvial,sandy,7.19,0.73,142.38,58.41,68.39,sugarcane,2012,0.83,46.05,19.41
maharashtra,summer,rice,1.19,28.06,1293.39,66.58,0.22,red,silty,6.02,0.91,119.34,44.48,64.38,maize,2020,0.76,22.11,18.61
karnataka,rabi,rice,3.46,26.29,1272.42,71.72,0.24,black,loamy,7.11,0.96,147.12,45.71,63.19,rice,2022,0.88,67.74,19.58
maharashtra,kharif,rice,3.92,28.86,1455.4,73.95,0.22,alluvial,loamy,6.43,0.76,143.67,40.25,72.43,cotton,2017,0.81,77.58,19.79
andhra pradesh,summer,rice,2.15,28.05,1376.21,84.91,0.29,laterite,silty,6.65,0.89,91.84,79.1,74.13,sugarcane,2013,0.78,40.59,18.88
andhra pradesh,kharif,rice,3.45,28.52,1262.66,84.81,0.22,red,silty,6.45,0.81,110.23,71.27,59.37,maize,2012,0.84,63.81,18.52
karnataka,rabi,rice,2.04,26.16,1450.45,75.09,0.17,black,silty,6.01,0.69,147.69,62.85,74.54,rice,2022,0.79,40.51,19.82
maharashtra,summer,rice,2.05,26.42,1369.11,67.63,0.23,black,loamy,6.7,0.76,115.98,67.6,73.5,rice,2021,0.76,38.52,18.79
andhra pradesh,summer,rice,1.2,28.29,1437.69,66.03,0.14,alluvial,sandy,6.46,0.89,114.37,52.83,47.69,sugarcane,2021,0.65,23.14,19.33
telangana,rabi,rice,1.01,28.08,1552.23,73.1,0.22,black,clayey,7.02,0.91,149.05,51.13,55.82,wheat,2014,0.86,21.1,20.87
maharashtra,kharif,rice,2.16,26.52,1160.63,67.51,0.26,laterite,clayey,6.29,0.82,80.52,60.37,45.57,sugarcane,2017,0.74,37.31,17.28
andhra pradesh,rabi,rice,2.44,27.11,1286.28,81.9,0.2,alluvial,loamy,6.82,0.94,108.64,53.18,67.74,wheat,2015,0.83,47.08,19.31
tamil nadu,kharif,rice,4.95,28.94,1383.1,78.86,0.18,laterite,loamy,6.27,0.89,144.06,46.25,70.07,maize,2012,0.72,92.25,18.64
telangana,rabi,rice,3.07,27.68,1193.66,77.63,0.21,alluvial,sandy,6.06,0.83,115.29,52.91,50.32,rice,2021,0.8,55.89,18.18
tamil nadu,kharif,rice,1.46,28.4,1241.78,80.36,0.21,alluvial,silty,6.77,0.92,98.59,72.27,50.07,wheat,2015,0.79,26.95,18.51
tamil nadu,kharif,rice,1.41,27.99,1210.36,69.41,0.12,laterite,sandy,6.7,1.0,143.75,57.43,45.16,sugarcane,2017,0.73,27.29,19.31
karnataka,rabi,rice,1.53,26.62,1253.56,82.99,0.14,alluvial,sandy,6.46,0.78,111.77,60.28,62.89,maize,2015,0.8,29.15,19.0
maharashtra,summer,rice,3.9,29.22,1260.28,78.93,0.19,red,silty,7.0,0.61,148.77,76.47,57.57,cotton,2024,0.77,69.65,17.85
telangana,rabi,rice,2.88,29.08,1532.11,73.54,0.18,laterite,silty,7.11,0.62,116.77,42.64,78.9,rice,2012,0.73,55.95,19.45
tamil nadu,summer,rice,2.26,27.66,1180.89,70.36,0.26,laterite,sandy,6.15,0.89,142.36,57.96,58.37,maize,2011,0.81,40.87,18.06
tamil nadu,summer,rice,1.97,29.0,1410.88,82.54,0.18,black,sandy,6.66,0.94,81.75,68.83,60.56,wheat,2018,0.78,38.12,19.32
tamil nadu,rabi,rice,1.76,28.82,1651.44,82.39,0.24,laterite,silty,6.48,0.89,120.09,72.78,53.07,rice,2018,0.81,36.66,20.85
maharashtra,rabi,rice,1.82,26.45,1456.58,78.5,0.26,black,clayey,6.42,0.9,127.33,74.34,78.51,wheat,2019,0.78,36.91,20.24
andhra pradesh,kharif,rice,1.22,29.28,1432.32,81.69,0.23,alluvial,sandy,6.9,0.88,147.06,41.34,63.19,cotton,2023,0.81,23.86,19.48
karnataka,summer,rice,4.68,27.3,1475.66,65.29,0.18,alluvial,sandy,7.17,0.79,96.3,46.27,67.34,cotton,2010,0.78,93.32,19.92
maharashtra,summer,rice,2.18,29.08,1319.48,70.84,0.14,alluvial,clayey,6.43,0.99,93.77,77.89,48.22,sugarcane,2013,0.64,39.79,18.26
andhra pradesh,rabi,rice,1.37,28.66,1441.3,71.07,0.14,red,loamy,6.17,0.68,87.51,56.94,58.09,maize,2013,0.75,26.42,19.25
karnataka,summer,rice,2.46,29.22,1416.1,67.49,0.19,red,loamy,6.28,0.67,109.73,53.67,47.34,cotton,2010,0.74,45.61,18.51
karnataka,summer,rice,3.52,28.74,1276.14,72.66,0.21,alluvial,loamy,6.52,0.96,86.88,57.97,77.62,maize,2022,0.72,64.79,18.39
tamil nadu,rabi,rice,1.65,26.66,1463.72,65.07,0.2,black,loamy,6.42,0.71,86.69,75.93,77.42,cotton,2012,0.8,32.84,19.9
tamil nadu,summer,rice,1.03,27.83,1334.81,68.55,0.2,black,loamy,6.97,0.97,147.58,76.63,60.12,sugarcane,2014,0.76,19.64,19.1
tamil nadu,summer,rice,2.37,27.7,1340.36,66.77,0.17,laterite,sandy,7.18,0.75,137.46,51.26,42.8,rice,2021,0.79,44.33,18.72
maharashtra,summer,rice,3.83,28.21,1582.05,73.92,0.2,alluvial,clayey,6.88,0.94,124.61,42.83,54.46,cotton,2022,0.7,78.16,20.39
telangana,kharif,rice,4.25,27.66,1409.8,82.82,0.25,laterite,silty,6.86,0.76,82.02,65.75,51.09,wheat,2020,0.73,79.96,18.79
maharashtra,summer,rice,4.46,27.12,1379.45,82.03,0.14,red,silty,6.49,0.98,124.25,57.41,61.01,wheat,2019,0.81,90.04,20.21
karnataka,kharif,rice,1.28,28.85,1483.28,73.8,0.18,red,sandy,6.69,0.74,83.7,68.05,42.23,wheat,2022,0.69,24.63,19.28
maharashtra,kharif,rice,2.8,27.99,1461.52,81.02,0.34,laterite,silty,6.86,0.97,93.46,58.56,49.83,wheat,2016,0.76,54.13,19.3
karnataka,rabi,rice,2.83,28.58,1418.25,83.6,0.25,alluvial,loamy,6.22,0.66,145.35,77.3,45.01,cotton,2024,0.74,52.12,18.38
karnataka,kharif,rice,4.86,29.33,1388.99,84.24,0.17,alluvial,sandy,6.35,0.72,80.34,56.51,44.02,rice,2011,0.68,90.22,18.57
andhra pradesh,summer,rice,4.38,27.65,1393.15,81.01,0.12,black,silty,6.76,1.0,80.5,67.21,73.02,wheat,2022,0.76,87.52,19.97
